ACT Symbol,Security Name,Exchange
SB$B,"Safe Bulkers, Inc 8.00% Series B Cumulative Redeemable Perpetual Preferred Shares",N
SB$C,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)",N
SB$D,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)",N
SBBC,Scorpio Tankers Inc. 8.25% Senior Notes due 2019,N
SBGL,Sibanye Gold Limited American Depositary Shares (Each representing four ordinary shares),N
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",N
SBNA,Scorpio Tankers Inc. 6.75% Senior Notes due 2020,N
SBNB,Scorpio Tankers Inc. 7.50% Senior Notes Due 2017,N
SBOW,"SilverBow Resorces, Inc. Common Stock",N
SBR,Sabine Royalty Trust Common Stock,N
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),N
SC,Santander Consumer USA Holdings Inc. Common Stock,N
SCA,Stellus Capital Investment Corporation 5.75% Notes due 2022,N
SCCO,Southern Copper Corporation Common Stock,N
SCD,LMP Capital and Income Fund Inc. Common Stock,N
SCE$G,SCE Trust II Trust Preferred Securities,N
SCE$H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,N
SCE$J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,N
SCE$K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,N
SCE$L,SCE TRUST VI,N
SCG,SCANA Corporation Common Stock,N
SCHW,Charles Schwab Corporation (The) Common Stock,N
SCHW$B,Charles Schwab Corporation Depositary Shares Representing 1/40th Int Sh Non Cumulative Preferred Stock Series B,N
SCHW$C,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock, Series C",N
SCHW$D,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D",N
SCI,Service Corporation International Common Stock,N
SCL,Stepan Company Common Stock,N
SCM,Stellus Capital Investment Corporation Common Stock,N
SCQ,Stellus Capital Investment Corporation 6.50% Notes due 2019,N
SCS,Steelcase Inc. Common Stock,N
SCX,L.S. Starrett Company (The) Common Stock,N
SD,"SandRidge Energy, Inc. Common Stock",N
SDLP,Seadrill Partners LLC Common Units Representing Limited Liability Company Interests,N
SDR,SandRidge Mississippian Trust II Common Units representing Beneficial Interests,N
SDRL,Seadrill Limited Ordinary Shares (Bermuda),N
SDT,SandRidge Mississippian Trust I Common Units of Beneficial Interest,N
SEAS,"SeaWorld Entertainment, Inc. Common Stock",N
SEE,Sealed Air Corporation Common Stock,N
SEM,Select Medical Holdings Corporation Common Stock,N
SEMG,Semgroup Corporation Class A Common Stock,N
SEP,"Spectra Energy Partners, LP Common Units representing Limited Partner Interests",N
SERV,"ServiceMaster Global Holdings, Inc. Common Stock",N
SF,Stifel Financial Corporation Common Stock,N
SF$A,"Stifel Financial Corporation Depositary Shares, each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock, Series A",N
SFE,"Safeguard Scientifics, Inc. New Common Stock",N
SFL,Ship Finance International Limited,N
SFR,Starwood Waypoint Homes Common Shares of Beneficial Interes,N
SFS,"Smart & Final Stores, Inc. Common Stock",N
SFUN,"Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)",N
SGF,"Aberdeen Singapore Fund, Inc. Common Stock",N
SGU,"Star Gas Partners, L.P. Common Stock",N
SGY,Stone Energy Corporation Common Stock,N
SGZA,"Selective Insurance Group, Inc. 5.875% Senior Notes due 2043",N
SHAK,"Shake Shack, Inc. Class A Common Stock",N
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,N
SHI,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock",N
SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",N
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",N
SHO$E,"Sunstone Hotel Investors, Inc. 6.950% Series E Cumulative Redeemable Preferred Stock",N
SHO$F,"Sunstone Hotel Investors, Inc. 6.450% Series F Cumulative Redeemable Preferred Stock",N
SHOP,Shopify Inc. Class A Subordinate Voting Shares,N
SHW,Sherwin-Williams Company (The) Common Stock,N
SID,Companhia Siderurgica Nacional S.A. Common Stock,N
SIG,Signet Jewelers Limited Common Shares,N
SITE,"SiteOne Landscape Supply, Inc. Common Stock",N
SIX,Six Flags Entertainment Corporation New Common Stock,N
SJI,"South Jersey Industries, Inc. Common Stock",N
SJM,J.M. Smucker Company (The) New Common Stock,N
SJR,Shaw Communications Inc. Common Stock,N
SJT,San Juan Basin Royalty Trust Common Stock,N
SJW,SJW Group Common Stock (DE),N
SKM,"SK Telecom Co., Ltd. Common Stock",N
SKT,"Tanger Factory Outlet Centers, Inc. Common Stock",N
SKX,"Skechers U.S.A., Inc. Common Stock",N
SLB,Schlumberger N.V. Common Stock,N
SLCA,"U.S. Silica Holdings, Inc. Common Stock",N
SLD,Sutherland Asset Management Corporation Common Stock,N
SLDA,Sutherland Asset Management Corporation 7.00% Convertible Senior Notes due 2023,N
SLF,Sun Life Financial Inc. Common Stock,N
SLG,SL Green Realty Corporation Common Stock,N
SLG$I,SL Green Realty Corporation Preferred Series I,N
SLRA,Solar Capital Ltd. 6.75% Senior Notes due 2042,N
SLTB,Scorpio Bulkers Inc. 7.50% Senior Notes due 2019,N
SM,SM Energy Company Common Stock,N
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),N
SMG,Scotts Miracle-Gro Company (The) Common Stock,N
SMHI,SEACOR Marine Holdings Inc. Common Stock ,N
SMI,Semiconductor  Manufacturing International Corporation ADR,N
SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",N
SMM,Salient Midstream Common Shares of Beneficial Interest,N
SMP,"Standard Motor Products, Inc. Common Stock",N
SN,Sanchez Energy Corporation Common Stock,N
SNA,Snap-On Incorporated Common Stock,N
SNAP,Snap Inc. Class A Common Stock,N
SNDR,"Schneider National, Inc. Common Stock",N
SNE,Sony Corporation Common Stock,N
SNN,"Smith & Nephew SNATS, Inc. Common Stock",N
SNP,China Petroleum & Chemical Corporation Common Stock,N
SNR,New Senior Investment Group Inc. Common Stock,N
SNV,Synovus Financial Corp. Common Stock,N
SNV$C,Synovus Financial Corp. Perp Pfd Ser C Fxd To Fltg,N
SNX,Synnex Corporation Common Stock,N
SNY,Sanofi American Depositary Shares (Each repstg one-half of one ordinary share),N
SO,Southern Company (The) Common Stock,N
SOI,"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",N
SOJA,"Southern Company (The) Series 2015A 6.25% Junior Subordinated Notes due October 15, 2075",N
SOJB,"Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076",N
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),N
SON,Sonoco Products Company Common Stock,N
SOR,"Source Capital, Inc. Common Stock",N
SOV$C,"Santander Holdings USA, Inc. Dep Shs repstg 1/1000 Perp Pfd Ser C",N
SPA,Sparton Corporation Common Stock,N
SPB,"Spectrum Brands Holdings, Inc. Common Stock",N
SPE,"Special Opportunities Fund, Inc Common Stock",N
SPE$B,"Special Opportunities Fund Inc. 3.50% Convertible Preferred Stock, Series B",N
SPG,"Simon Property Group, Inc. Common Stock",N
SPG$J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",N
SPGI,S&P Global Inc. Common Stock,N
SPH,"Suburban Propane Partners, L.P. Common Stock",N
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,N
SPLP$A,"Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value",N
SPN,"Superior Energy Services, Inc. Common Stock",N
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",N
SPXC,SPX Corporation Common Stock,N
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,N
SQ,"Square, Inc. Class A Common Stock",N
SQM,Sociedad Quimica y Minera S.A. Common Stock,N
SQNS,"Sequans Communications S.A. American Depositary Shares, each representing one Ordinary Share",N
SR,Spire Inc. Common Stock,N
SRC,"Spirit Realty Capital, Inc. Common Stock",N
SRE,Sempra Energy Common Stock,N
SRF,Cushing Energy Income Fund Common Shares of Beneficial Interest,N
SRG,Seritage Growth Properties Class A Common Stock,N
SRI,"Stoneridge, Inc. Common Stock",N
SRLP,Sprague Resources LP Common Units representing Limited Partner Interests,N
SRT,"StarTek, Inc. Common Stock",N
SRV,The Cushing MLP Total Return Fund Common Shares of Beneficial Interest,N
SSD,"Simpson Manufacturing Company, Inc. Common Stock",N
SSI,"Stage Stores, Inc. Common Stock",N
SSL,Sasol Ltd. American Depositary Shares,N
SSNI,"Silver Spring Networks, Inc. Common Stock",N
SSP,E.W. Scripps Company (The) Common Stock,N
SSTK,"Shutterstock, Inc. Common Stock",N
SSW,Seaspan Corporation Seaspan Corporation Common Shares,N
SSW$D,Seaspan Corporation Cumulative Redeemable Perpetual Preferred Series D (Marshall Islands),N
SSW$E,Seaspan Corporation Cumulative Redeemable Perpetual Preferred Series E (Marshall Islands),N
SSW$G,Seaspan Corporation 8.20% Cumulative Redeemable Perpetual Preferred Shares - Series G,N
SSW$H,Seaspan Corporation 7.875% Cumulative Redeemable Perpetual Preferred Shares - Series H,N
SSWN,Seaspan Corporation 6.375% Notes due 2019,N
ST,Sensata Technologies Holding N.V. Ordinary Shares,N
STAG,"Stag Industrial, Inc. Common Stock",N
STAG$B,"Stag Industrial, Inc. Cum Pfd Ser B",N
STAG$C,"Stag Industrial, Inc. 6.875% Series C Cumulative Redeemable Preferred Stock",N
STAR,iStar Inc. Common Stock,N
STAR$D,iStar Inc. Series D Cumulative Redeemable Preferred Stock,N
STAR$E,iStar Inc. 7.875% Series E Cumulative Redeemable,N
STAR$F,iStar Inc. Series F Cumulative Redeemable Preferred Stock,N
STAR$G,iStar Inc. Series G Cumulative Redeemable Preferred Stock,N
STAR$I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,N
STAY,"Extended Stay America, Inc. Common Stock",N
STC,Stewart Information Services Corporation Common Stock,N
STE,STERIS plc Ordinary Shares,N
STI,"SunTrust Banks, Inc. Common Stock",N
STI$A,"SunTrust Banks, Inc. Dep Shs repstg 1/4000 Perpetual Pfd Stk Ser A",N
STI$E,"SunTrust Banks, Inc. Depositary Shares Representing Perpetual Preferred Series E",N
STI.A,"SunTrust Banks, Inc. Class A Warrant (Expiring December 31, 2018)",N
STI.B,"SunTrust Banks, Inc. Class B Warrant (Expiring November 14, 2018)",N
STK,Columbia Seligman Premium Technology Growth Fund Inc,N
STL,Sterling Bancorp,N
STM,STMicroelectronics N.V. Common Stock,N
STN,Stantec Inc Common Stock,N
STNG,Scorpio Tankers Inc. Common Shares,N
STO,Statoil ASA,N
STON,StoneMor Partners L.P. Common Unit Rep Limited Partnership Interests,N
STOR,STORE Capital Corporation Common Stock,N
STT,State Street Corporation Common Stock,N
STT$C,State Street Corporation Dep Shs Representing 1/4000 Ownership Int In Sh Non Cum (Perpertual Pfd Stk Ser C),N
STT$D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,N
STT$E,"State Street Corporation Depository Shares, each representing a 1/4,000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series E, without par value per share",N
STT$G,"State Street Corporation Depositary shares, each representing a 1/4,000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative",N
STWD,"STARWOOD PROPERTY TRUST, INC. Starwood Property Trust Inc.",N
STZ,"Constellation Brands, Inc. Common Stock",N
STZ.B,"Constellation Brands, Inc. Common Stock",N
SU,Suncor Energy  Inc. Common Stock,N
SUI,"Sun Communities, Inc. Common Stock",N
SUI$A,"Sun Communities, Inc. Preferred Series A",N
SUM,"Summit Materials, Inc. Class A Common Stock",N
SUN,Sunoco LP Common Units representing limited partner interests,N
SUP,"Superior Industries International, Inc. Common Stock (DE)",N
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,N
SVU,SuperValu Inc. Common Stock,N
SWJ,"Stanley Black & Decker, Inc. 5.75% Junior Subordinated Debenture due 2052",N
SWK,"Stanley Black & Decker, Inc. Common Stock",N
SWM,"Schweitzer-Mauduit International, Inc. Common Stock",N
SWN,Southwestern Energy Company Common Stock,N
SWNC,"Southwestern Energy Company Depositary Shares, each representing a 1/20th ownership interest in a share of 6.25% Series B Mandatory Convertible Preferred Stock",N
SWP,"Stanley Black & Decker, Inc. Corporate Units",N
SWX,"Southwest Gas Holdings, Inc. Common Stock",N
SWZ,"Swiss Helvetia Fund, Inc. (The) Common Stock",N
SXC,"SunCoke Energy, Inc. Common Stock",N
SXCP,"SunCoke Energy Partners, L.P. Common Units Representing Limited partner Interests",N
SXE,"Southcross Energy Partners, L.P. ",N
SXI,Standex International Corporation Common Stock,N
SXT,Sensient Technologies Corporation Common Stock,N
SYF,Synchrony Financial Common Stock,N
SYK,Stryker Corporation Common Stock,N
SYT,Syngenta AG Common Stock,N
SYX,Systemax Inc. Common Stock,N
SYY,Sysco Corporation Common Stock,N
SZC,Cushing Renaissance Fund (The) Common Shares of Beneficial Interest,N
T,AT&T Inc.,N
TAC,TransAlta Corporation Ordinary Shares,N
TAHO,"Tahoe Resources, Inc. Ordinary Shares (Canada)",N
TAL,TAL Education Group American Depositary Shares,N
TAP,Molson Coors Brewing Company Class B Common Stock,N
TAP.A,Molson Coors Brewing  Company Molson Coors Brewing Company Class A Common Stock,N
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,N
TBI,"TrueBlue, Inc. Common Stock",N
TCAP,Triangle Capital Corporation Common Stock,N
TCCA,Triangle Capital Corporation 6.375% Senior Notes due 2022,N
TCCB,Triangle Capital Corporation 6.375% Notes due 2022,N
TCF,TCF Financial Corporation Common Stock,N
TCF$B,TCF Financial Corporation Del Dep Shs Repstg 1/1000 Pfd Ser A,N
TCF$C,TCF Financial Corporation Perp Pfd Ser B,N
TCF.W,TCF Financial Corporation TCF Financial Corporation Warrants,N
TCI,"Transcontinental Realty Investors, Inc. Common Stock",N
TCO,"Taubman Centers, Inc. Common Stock",N
TCO$J,"Taubman Centers, Inc. Preferred Shares Series J",N
TCO$K,"Taubman Centers, Inc. Preferred Series K",N
TCP,"TC PipeLines, LP Common Units representing Limited Partner Interests",N
TCRX,"THL Credit, Inc. 6.75% Notes due 2021",N
TCRZ,"THL Credit, Inc. 6.75% Notes due 2022",N
TCS,Container Store (The) Common Stock,N
TD,Toronto Dominion Bank (The) Common Stock,N
TDA,"Telephone and Data Systems, Inc. 5.875% Senior Notes due 2061",N
TDC,Teradata Corporation Common Stock,N
TDE,"Telephone and Data Systems, Inc. 6.875% Senior Notes due 2059",N
TDF,"Templeton Dragon Fund, Inc. Common Stock",N
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,N
TDI,"Telephone and Data Systems, Inc. Sr Nt",N
TDJ,"Telephone and Data Systems, Inc. 7% Senior Notes due 2060",N
TDOC,"Teladoc, Inc. Common Stock",N
TDS,"Telephone and Data Systems, Inc. Common Shares",N
TDW,Tidewater Inc. Common Stock,N
TDY,Teledyne Technologies Incorporated Common Stock,N
TECK,Teck Resources Ltd Ordinary Shares,N
TEF,Telefonica SA Common Stock,N
TEGP,"Tallgrass Energy GP, LP Class A Shares Common Stock",N
TEI,"Templeton Emerging Markets Income Fund, Inc. Common Stock",N
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,N
TEN,Tenneco Inc. Common Stock,N
TEO,Telecom Argentina SA,N
TEP,"Tallgrass Energy Partners, LP Common Units representing limited partner interests",N
TER,"Teradyne, Inc. Common Stock",N
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,N
TEX,Terex Corporation Common Stock,N
TFX,Teleflex Incorporated Common Stock,N
TG,Tredegar Corporation Common Stock,N
TGH,Textainer Group Holdings Limited Common Shares,N
TGI,"Triumph Group, Inc. Common Stock",N
TGNA,TEGNA Inc,N
TGP,Teekay LNG Partners L.P.,N
TGP$A,"Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units, representing limited partner interests",N
TGS,Transportadora de Gas del Sur SA TGS Common Stock,N
TGT,Target Corporation Common Stock,N
THC,Tenet Healthcare Corporation Common Stock,N
THG,Hanover Insurance Group Inc,N
THGA,"The Hanover Insurance Group, Inc. 6.35% Subordinated Debentures due 2053",N
THO,"Thor Industries, Inc. Common Stock",N
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,N
THR,"Thermon Group Holdings, Inc. Common Stock",N
THS,"Treehouse Foods, Inc. Common Stock",N
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,N
TI,Telecom Italia S.P.A. New,N
TI.A,Telecom Italia S.P.A. New,N
TIER,"TIER REIT, Inc. Common Stock",N
TIF,Tiffany & Co. Common Stock,N
TIME,Time Inc. Common Stock,N
TISI,"Team, Inc. Common Stock",N
TJX,"TJX Companies, Inc. (The) Common Stock",N
TK,Teekay Corporation Common Stock,N
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,N
TKF,"Turkish Investment Fund, Inc. (The) Common Stock",N
TKR,Timken Company (The) Common Stock,N
TLI,Western Asset Corporate Loan Fund Inc Common Stock,N
TLK,"PT Telekomunikasi Indonesia, Tbk",N
TLP,TransMontaigne Partners L.P. Transmontaigne Partners L.P. Common Units representing limited partner interests,N
TLRD,"Tailored Brands, Inc. Common Stock",N
TLYS,"Tilly's, Inc. Common Stock",N
TM,Toyota Motor Corporation Common Stock,N
TMHC,Taylor Morrison Home Corporation Class A Common Stock,N
TMK,Torchmark Corporation Common Stock,N
TMK$B,Torchmark Corporation 5.875% Junior Subordinated Debenture due 2052,N
TMK$C,Torchmark Corporation 6.125% Junior Subordinated Debentures due 2056,N
TMO,Thermo Fisher Scientific Inc Common Stock,N
TMST,Timken Steel Corporation Common Shares,N
TNC,Tennant Company Common Stock,N
TNET,"TriNet Group, Inc. Common Stock",N
TNH,"Terra Nitrogen Company, L.P. Common Units",N
TNK,Teekay Tankers Ltd.,N
TNP,Tsakos Energy Navigation Ltd Common Shares,N
TNP$B,Tsakos Energy Navigation Ltd Red Perp Pfd Ser B% (Bermuda),N
TNP$C,Tsakos Energy Navigation Ltd 8.875% Series C Preferred Cumulative Redeemable Perpetual Preferred Shares,N
TNP$D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,N
TNP$E,"Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares, par value $1.00",N
TOL,Toll Brothers Inc. Common Stock,N
TOO,Teekay Offshore Partners L.P. Common Units representing Limited Partner Interests,N
TOO$A,Teekay Offshore Partners L.P. 7.25% Series A Redeemable Preferred Units,N
TOO$B,"Teekay Offshore Partners L.P. 8.50% Series B Cumulative Redeemable Preferred Units, representing limited partner interests",N
TOT,Total S.A.,N
TOWR,"Tower International, Inc. Common stock",N
TPB,"Turning Point Brands, Inc. Common Stock",N
TPC,Tutor Perini Corporation Common Stock,N
TPGE,TPG Pace Energy Holdings Corp. Class A Common Stock,N
TPGE.U,"TPG Pace Energy Holdings Corp. Units, each consisting of one share of Class A common stock, $.0001 par value, and one-third of one warrant",N
TPGE.W,"TPG Pace Energy Holdings Corp. Warrant, each exercisable for one share of Class A common stock at 11.50 per share",N
TPGH,TPG Pace Holdings Corp. Class A Ordinary Shares,N
TPGH.U,"TPG Pace Holdings Corp. Units, each consisting of one Class A ordinary share, $.0001 par value, and one-third of one warrant",N
TPGH.W,"TPG Pace Holdings Corp. Warrants, each exercisable for one Class A Ordinary Share at an exercise price of $11.50 per share",N
TPH,"TRI Pointe Group, Inc. Common Stock",N
TPL,Texas Pacific Land Trust Common Stock,N
TPRE,Third Point Reinsurance Ltd. Common Shares,N
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,N
TPVY,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022,N
TPX,"Tempur Sealy International, Inc. Common Stock",N
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc Common Stock",N
TR,"Tootsie Roll Industries, Inc. Common Stock",N
TRC,Tejon Ranch Co Common Stock,N
TRCO,Tribune Media Company Class A Common Stock,N
TREC,Trecora Resources Common Stock,N
TREX,"Trex Company, Inc. Common Stock",N
TRGP,"Targa Resources, Inc. Common Stock",N
TRI,Thomson Reuters Corp Ordinary Shares,N
TRK,"Speedway Motorsports, Inc. Common Stock",N
TRMR,"Tremor Video, Inc. Common Stock",N
TRN,"Trinity Industries, Inc. Common Stock",N
TRNO,Terreno Realty Corporation Common Stock,N
TROX,Tronox Limited Ordinary Shares Class A $0.01 par,N
TRP,TransCanada Corporation Common Stock,N
TRQ,Turquoise Hill Resources Ltd. Ordinary Shares,N
TRTN,Triton International Limited Common Shares,N
TRTX,"TPG RE Finance Trust, Inc. Common Stock",N
TRU,TransUnion Common Stock,N
TRV,"The Travelers Companies, Inc. Common Stock",N
TS,Tenaris S.A. American Depositary Shares,N
TSE,Trinseo S.A. Ordinary Shares,N
TSI,"TCW Strategic Income Fund, Inc. Common Stock",N
TSLF,THL Credit Senior Loan Fund Common Shares of Beneficial Interest,N
TSLX,"TPG Specialty Lending, Inc. Common Stock",N
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,N
TSN,"Tyson Foods, Inc. Common Stock",N
TSQ,"Townsquare Media, Inc. Class A Common Stock",N
TSS,"Total System Services, Inc. Common Stock",N
TSU,TIM Participacoes S.A. American Depositary Shares (Each representing 5 Common Shares),N
TTC,Toro Company (The) Common Stock,N
TTF,"Thai Fund, Inc. (The) Common Stock",N
TTI,"Tetra Technologies, Inc. Common Stock",N
TTM,Tata Motors Ltd Tata Motors Limited,N
TTP,"Tortoise Pipeline & Energy Fund, Inc. Common Stock",N
TU,Telus Corporation Ordinary Shares,N
TUP,Tupperware Brands Corporation Common Stock,N
TV,Grupo Televisa S.A. Common Stock,N
TVC,Tennessee Valley Authority Common Stock,N
TVE,Tennessee Valley Authority,N
TVPT,Travelport Worldwide Limited Common Shares,N
TWI,"Titan International, Inc. (DE) Common Stock",N
TWLO,Twilio Inc. Class A Common Stock,N
TWN,"Taiwan Fund, Inc. (The) Common Stock",N
TWO,Two Harbors Investment Corp,N
TWO$A,Two Harbors Investments Corp 8.125% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock ($25.00 liquidation preference per share),N
TWO$B,Two Harbors Investments Corp 7.625% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,N
TWTR,"Twitter, Inc. Common Stock",N
TWX,Time Warner Inc. New Common Stock,N
TX,"Ternium S.A. Ternium S.A. American Depositary Shares (each representing ten shares, USD1.00 par value)",N
TXT,Textron Inc. Common Stock,N
TY,Tri Continental Corporation Common Stock,N
TY$,Tri Continental Corporation Preferred Stock,N
TYG,Tortoise Energy Infrastructure Corporation Common Stock,N
TYL,"Tyler Technologies, Inc. Common Stock",N
UA,"Under Armour, Inc. Class C Common Stock",N
UAA,"Under Armour, Inc. Class A Common Stock",N
UAL,United Continental Holdings,N
UAN,"CVR Partners, LP Common Units representing Limited Partner Interests",N
UBA,Urstadt Biddle Properties Inc. Common Stock,N
UBP,Urstadt Biddle Properties Inc. Common Stock,N
UBP$F,Urstadt Biddle Properties Inc. Pfd Ser F,N
UBP$G,Urstadt Biddle Properties Inc. Preferred Stock Series G 6.75%,N
UBS,UBS Group AG Registered Ordinary Shares,N
UDR,"UDR, Inc. Common Stock",N
UE,Urban Edge Properties Common Shares of Beneficial Interest,N
UFI,"Unifi, Inc. New Common Stock",N
UFS,Domtar Corporation (NEW) Common Stock,N
UGI,UGI Corporation Common Stock,N
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),N
UHS,"Universal Health Services, Inc. Common Stock",N
UHT,Universal Health Realty Income Trust Common Stock,N
UIS,Unisys Corporation New Common Stock,N
UL,Unilever PLC Common Stock,N
UMC,United Microelectronics Corporation (NEW) Common Stock,N
UMH,"UMH Properties, Inc. Common Stock",N
UMH$B,"UMH Properties, Inc. 8.0% Series B Cumulative Redeemable Preferred Stock",N
UMH$C,"UMH Properties, Inc. 6.75% Series C Cumulative Redeemable Preferred Stock,  Liquidation Preference $25 per share",N
UN,Unilever NV Common Stock,N
UNF,Unifirst Corporation Common Stock,N
UNH,UnitedHealth Group Incorporated Common Stock (DE),N
UNM,Unum Group Common Stock,N
UNP,Union Pacific Corporation Common Stock,N
UNT,Unit Corporation Common Stock,N
UNVR,Univar Inc. Common Stock,N
UPS,"United Parcel Service, Inc. Common Stock",N
URI,"United Rentals, Inc. Common Stock",N
USA,Liberty All-Star Equity Fund Common Stock,N
USAC,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",N
USB,U.S. Bancorp Common Stock,N
USB$A,"U.S. Bancorp Depositary Shares, Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock",N
USB$H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,N
USB$M,U.S. Bancorp Depositary Shares Representing 1/1000th Interest in a Shares Series F,N
USB$O,US Bancorp Del Dep Shs Repstg 1/1000th Perp Pfd Ser H,N
USDP,USD Partners LP Common Units representing limited partner interest,N
USFD,US Foods Holding Corp. Common Stock,N
USG,USG Corporation Common Stock,N
USM,United States Cellular Corporation Common Stock,N
USNA,"USANA Health Sciences, Inc. Common Stock",N
USPH,"U.S. Physical Therapy, Inc. Common Stock",N
UTF,"Cohen & Steers Infrastructure Fund, Inc Common Stock",N
UTI,Universal Technical Institute Inc Common Stock,N
UTL,UNITIL Corporation Common Stock,N
UTX,United Technologies Corporation Common Stock,N
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,N
UVV,Universal Corporation Common Stock,N
UZA,United States Cellular Corporation 6.95% Senior Notes due 2060,N
UZB,United States Cellular Corporation 7.25% Senior Notes due 2063,N
UZC,United States Cellular Corporation 7.25% Senior Notes due 2064,N
V,Visa Inc.,N
VAC,Marriot Vacations Worldwide Corporation Common Stock,N
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,N
VALE.P,VALE S.A.,N
VAR,"Varian Medical Systems, Inc. Common Stock",N
VBF,Invesco Bond Fund Common Stock,N
VC,Visteon Corporation Common Stock,N
VCO,Vina Concha Y Toro Common Stock,N
VCRA,"Vocera Communications, Inc. Common Stock",N
VCV,Invesco California Value Municipal Income Trust Common Stock,N
VEC,"Vectrus, Inc. Common Stock",N
VEDL,Vedanta Limited  American Depositary Shares (Each representing four equity shares),N
VEEV,Veeva Systems Inc. Class A Common Stock,N
VER,"VEREIT, Inc. Common Stock",N
VER$F,"VEREIT, Inc. 6.70% Series F Cumulative Redeemable Preferred Stock",N
VET,Vermilion Energy Inc. Common (Canada),N
VFC,V.F. Corporation Common Stock,N
VG,Vonage Holdings Corp. Common Stock,N
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,N
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),N
VGR,Vector Group Ltd. Common Stock,N
VHI,"Valhi, Inc. Common Stock",N
VIPS,"Vipshop Holdings Limited American Depositary Shares, each representing two ordinary shares",N
VIV,"Telefonica Brasil, S.A. ADS",N
VJET,"voxeljet AG American Depositary Shares, each representing one-fifth of an ordinary share/",N
VKQ,Invesco Municipal Trust Common Stock,N
VLO,Valero Energy Corporation Common Stock,N
VLP,Valero Energy Partners LP Common Units representing limited partner interests,N
VLRS,"Controladora Vuela Compania de Aviacion, S.A.B. de C.V. American Depositary Shares, each representing ten (10) Ordinary Participation Certificates",N
VLT,Invesco High Income Trust II,N
